,Loan_Sanction_Amount_(USD)
5364,50130.76
5365,15849.3
5366,88645.59
5367,12417.44
5368,143143.46
5369,92384.26
5370,31879.02
5371,24541.25
5372,22905.4
5373,82811.63
5374,104769.98
5375,47496.67
5376,50426.06
5377,65635.87
5378,51871.17
5379,36855.1
5380,131542.12
5381,25218.42
5382,94219.42
5383,53761.06
5384,23902.81
5385,67357.35
5386,16626.75
5387,41812.9
5388,24838.61
5389,75757.84
5390,39999.3
5391,101210.3
5392,20686.28
5393,76507.78
5394,72990.4
5395,48919.29
5396,52177.69
5397,91962.64
5398,141302.78
5399,13066.19
5400,77019.28
5401,17886.9
5402,100539.58
5403,22261.56
5404,65021.85
5405,106185.71
5406,110681.48
5407,47839.03
5408,51626.63
5409,40473.02
5410,130676.33
5411,42776.53
5412,49850.1
5413,113743.74
5414,62496.68
5415,15746.64
5416,41373.18
5417,33597.14
5418,133653.13
5419,98140.57
5420,12691.65
5421,83329.99
5422,98823.92
5423,71269.82
5424,53362.34
5425,61805.42
5426,144922.98
5427,58711.46
5428,61322.48
5429,48485.25
5430,118599.07
5431,30296.26
5432,52311.24
5433,74084.89
5434,54971.66
5435,34011.34
5436,30771.69
5437,168694.19
5438,17593.37
5439,54289.73
5440,233650.47
5441,26491.76
5442,193149.44
5443,83763.55
5444,84367.95
5445,62028.81
5446,20522.95
5447,53324.05
5448,97648.85
5449,30467.87
5450,7876.73
5451,81130.91
5452,72909.64
5453,128136.26
5454,90927.16
5455,58799.82
5456,63311.61
5457,104917.1
5458,87776.59
5459,10531.15
5460,66121.0
5461,10401.09
5462,40042.7
5463,53144.94
5464,71212.3
5465,8960.66
5466,207409.81
5467,33807.54
5468,83516.9
5469,142976.07
5470,49934.86
5471,106181.5
5472,81155.46
5473,108322.4
5474,96972.7
5475,88196.87
5476,81489.46
5477,202763.09
5478,63937.57
5479,117732.0
5480,59072.7
5481,135037.92
5482,70636.74
5483,34432.91
5484,16583.79
5485,49396.19
5486,30289.73
5487,66000.43
5488,57882.87
5489,28887.1
5490,27654.13
5491,53708.35
5492,33528.56
5493,84954.34
5494,24479.43
5495,71811.49
5496,43173.86
5497,33715.83
5498,91222.67
5499,75635.39
5500,52273.19
5501,85479.48
5502,35767.11
5503,20220.9
5504,30795.03
5505,87396.74
5506,197527.95
5507,21377.1
5508,60603.14
5509,25376.88
5510,58709.24
5511,59642.6
5512,74461.0
5513,60975.54
5514,30914.28
5515,9099.54
5516,26557.72
5517,26638.5
5518,80293.79
5519,102462.74
5520,72468.63
5521,57542.02
5522,61715.35
5523,236721.05
5524,70133.4
5525,45201.53
5526,134530.26
5527,94076.08
5528,42866.02
5529,48627.32
5530,86748.63
5531,30904.07
5532,26055.22
5533,72221.99
5534,15571.99
5535,148713.47
5536,114041.99
5537,23911.54
5538,22966.08
5539,128114.06
5540,32856.76
5541,17892.07
5542,82688.03
5543,48673.85
5544,56760.19
5545,130093.09
5546,12770.18
5547,59905.85
5548,102559.75
5549,49442.89
5550,47461.97
5551,32109.28
5552,43126.35
5553,49154.76
5554,54486.48
5555,90783.27
5556,69611.24
5557,121891.4
5558,48203.28
5559,16457.17
5560,37340.7
5561,17163.22
5562,47399.51
5563,110154.95
5564,48087.8
5565,33549.45
5566,84595.93
5567,175881.66
5568,92099.0
5569,75962.66
5570,7339.51
5571,113584.78
5572,179973.61
5573,43724.06
5574,63109.5
5575,164323.49
5576,10747.07
5577,28433.7
5578,61635.62
5579,14768.42
5580,120444.83
5581,46063.45
5582,122485.85
5583,81471.03
5584,68445.08
5585,49392.47
5586,27593.95
5587,84081.35
5588,82100.3
5589,73940.5
5590,30877.7
5591,45984.63
5592,58587.8
5593,50890.97
5594,17089.85
5595,40022.35
5596,115761.64
5597,149607.51
5598,38702.37
5599,154031.37
5600,46917.63
5601,21007.59
5602,44943.36
5603,31126.51
5604,27472.61
5605,86544.65
5606,19614.49
5607,9287.22
5608,26630.24
5609,19554.7
5610,63270.86
5611,93702.12
5612,30254.86
5613,57288.49
5614,56313.5
5615,105339.07
5616,123436.34
5617,28381.88
5618,29573.59
5619,11528.15
5620,51078.37
5621,64237.86
5622,79897.97
5623,41619.64
5624,69595.65
5625,58397.4
5626,66820.6
5627,27909.95
5628,148121.81
5629,146903.39
5630,23918.38
5631,20637.02
5632,23585.88
5633,100702.97
5634,87000.82
5635,44199.66
5636,112167.66
5637,16832.54
5638,20912.63
5639,64888.17
5640,54525.06
5641,76353.28
5642,41387.41
5643,14241.59
5644,80305.63
5645,88753.69
5646,41234.63
5647,58805.08
5648,74098.1
5649,122714.2
5650,28053.58
5651,63249.44
5652,172164.68
5653,55145.64
5654,82083.92
5655,102645.02
5656,25337.8
5657,77644.63
5658,55281.21
5659,69187.11
5660,53213.95
5661,28272.17
5662,55028.47
5663,36788.45
5664,22408.92
5665,47411.18
5666,22004.8
5667,55484.39
5668,43959.1
5669,27246.66
5670,52529.95
5671,24654.51
5672,42228.95
5673,17850.58
5674,98890.78
5675,101117.53
5676,29157.0
5677,17376.37
5678,47524.36
5679,5589.89
5680,20179.91
5681,69665.01
5682,4589.3
5683,75401.09
5684,76163.4
5685,98020.05
5686,134685.05
5687,101096.94
5688,138142.4
5689,22754.18
5690,45090.12
5691,77557.07
5692,105362.68
5693,27224.99
5694,30882.96
5695,91918.03
5696,95112.81
5697,57735.46
5698,68419.74
5699,137078.66
5700,99290.04
5701,46354.42
5702,55091.14
5703,34165.88
5704,51979.25
5705,43734.9
5706,67796.66
5707,31359.85
5708,47379.98
5709,129968.44
5710,26802.21
5711,75473.08
5712,80156.52
5713,85611.82
5714,18735.73
5715,23559.51
5716,16746.08
5717,13176.74
5718,31027.13
5719,86527.06
5720,46329.7
5721,101189.96
5722,33253.58
5723,31197.2
5724,58136.22
5725,70042.27
5726,204559.1
5727,86271.34
5728,100651.82
5729,90138.91
5730,68317.09
5731,93391.69
5732,117284.99
5733,78565.48
5734,127875.84
5735,84546.66
5736,94521.84
5737,214014.92
5738,31578.46
5739,60013.63
5740,53711.43
5741,107872.29
5742,36597.85
5743,37057.39
5744,58543.45
5745,43962.25
5746,12340.46
5747,32971.55
5748,72723.35
5749,32274.52
5750,58066.48
5751,11622.96
5752,28638.75
5753,50693.03
5754,17543.04
5755,111259.92
5756,33414.26
5757,60345.86
5758,40467.85
5759,108941.37
5760,156968.96
5761,22842.29
5762,20248.83
5763,88385.38
5764,219214.34
5765,17323.89
5766,28339.43
5767,55091.6
5768,168347.23
5769,23994.26
5770,33131.08
5771,123508.06
5772,73982.11
5773,159818.63
5774,50976.07
5775,68979.3
5776,31603.2
5777,110697.76
5778,61868.1
5779,37219.88
5780,98878.26
5781,20566.75
5782,7221.3
5783,72696.4
5784,59373.6
5785,42191.53
5786,23606.84
5787,33907.13
5788,53343.63
5789,58843.54
5790,75497.33
5791,30805.98
5792,81045.61
5793,190629.2
5794,11080.05
5795,66811.54
5796,16741.01
5797,81062.85
5798,33742.6
5799,33737.37
5800,15816.43
5801,57905.24
5802,49185.18
5803,16745.42
5804,34384.62
5805,49021.4
5806,39058.05
5807,70021.08
5808,98389.36
5809,26743.53
5810,89573.69
5811,44450.06
5812,29522.89
5813,122209.4
5814,46430.78
5815,33376.67
5816,62485.68
5817,82850.61
5818,84793.47
5819,99397.14
5820,94681.42
5821,127038.25
5822,23671.27
5823,33629.16
5824,21281.5
5825,91274.13
5826,210931.74
5827,18421.43
5828,46555.4
5829,25027.2
5830,77133.38
5831,81842.92
5832,32183.24
5833,132844.86
5834,101945.61
5835,46765.4
5836,52571.0
5837,27648.31
5838,77144.96
5839,10179.87
5840,25880.13
5841,22940.52
5842,25491.09
5843,116301.73
5844,52180.54
5845,110209.05
5846,131861.06
5847,33255.28
5848,62032.81
5849,39292.77
5850,73572.86
5851,50871.73
5852,12608.74
5853,28794.97
5854,151869.82
5855,32149.27
5856,138754.95
5857,68175.1
5858,118551.9
5859,31967.92
5860,57848.86
5861,184091.05
5862,40642.38
5863,34190.18
5864,43971.36
5865,30745.89
5866,74060.17
5867,113258.18
5868,69032.82
5869,15022.89
5870,42249.89
5871,125577.71
5872,29662.77
5873,24790.69
5874,43722.61
5875,10095.28
5876,15249.26
5877,73590.21
5878,159017.81
5879,62809.71
5880,62971.42
5881,67379.54
5882,99150.26
5883,47517.9
5884,58507.93
5885,99458.61
5886,74655.13
5887,104419.16
5888,21332.68
5889,24098.44
5890,13185.21
5891,113181.59
5892,54481.9
5893,40225.54
5894,89792.1
5895,47512.79
5896,73305.17
5897,55493.28
5898,101209.32
5899,50172.37
5900,56338.25
5901,156072.02
5902,49024.21
5903,27605.88
5904,32673.34
5905,81165.92
5906,23255.5
5907,24480.7
5908,219643.03
5909,25079.13
5910,52347.56
5911,67301.04
5912,160547.38
5913,32651.82
5914,152382.36
5915,65155.75
5916,100552.1
5917,32489.81
5918,17417.27
5919,71572.95
5920,62852.45
5921,25894.53
5922,58265.17
5923,92175.81
5924,110533.31
5925,11406.34
5926,113018.8
5927,66347.23
5928,39160.74
5929,72488.17
5930,124757.71
5931,156540.95
5932,14002.39
5933,59311.04
5934,24267.58
5935,44434.57
5936,22471.8
5937,36318.92
5938,38845.75
5939,83503.55
5940,23601.86
5941,57949.16
5942,23568.22
5943,120580.52
5944,44207.55
5945,87580.47
5946,28299.86
5947,65377.27
5948,53991.99
5949,154571.47
5950,12667.79
5951,26703.81
5952,33719.26
5953,39042.46
5954,163769.51
5955,159306.42
5956,38140.87
5957,28272.7
5958,36190.59
5959,109524.8
5960,31985.72
5961,156313.46
5962,70542.63
5963,54474.53
5964,28178.12
5965,93376.67
5966,99117.02
5967,40471.62
5968,10574.64
5969,34062.2
5970,75912.4
5971,161371.74
5972,33160.59
5973,135805.03
5974,42895.72
5975,34978.52
5976,119166.85
5977,26448.04
5978,114116.3
5979,120432.98
5980,60624.18
5981,96001.01
5982,100168.02
5983,19249.37
5984,59102.13
5985,25172.69
5986,28813.14
5987,58460.52
5988,78827.52
5989,29899.2
5990,26936.31
5991,50206.55
5992,15308.75
5993,68202.75
5994,22171.02
5995,78696.63
5996,178002.56
5997,96553.37
5998,35754.27
5999,18009.83
6000,25077.09
6001,58118.28
6002,20314.54
6003,28464.47
6004,95931.69
6005,78764.09
6006,23964.88
6007,91440.57
6008,9934.14
6009,47248.36
6010,74357.79
6011,113310.27
6012,94270.24
6013,131856.9
6014,65727.39
6015,28876.06
6016,59855.54
6017,94168.23
6018,48180.42
6019,15959.81
6020,16167.9
6021,19219.9
6022,112995.59
6023,100200.67
6024,12374.3
6025,76362.77
6026,44778.39
6027,124048.44
6028,30540.63
6029,49579.8
6030,113856.71
6031,26717.88
6032,89626.24
6033,70234.26
6034,27286.55
6035,22909.78
6036,108812.76
6037,8443.59
6038,62292.27
6039,29110.21
6040,25965.62
6041,98160.54
6042,99090.47
6043,49019.44
6044,74078.41
6045,117320.1
6046,50009.38
6047,91597.53
6048,31704.95
6049,35500.15
6050,35357.93
6051,16225.08
6052,34290.75
6053,51690.18
6054,47679.83
6055,117094.5
6056,24812.4
6057,65643.76
6058,88710.74
6059,27771.14
6060,17323.63
6061,25050.38
6062,62551.93
6063,65935.11
6064,69156.9
6065,57507.87
6066,33876.56
6067,25996.18
6068,10567.9
6069,117360.01
6070,84708.4
6071,95103.95
6072,31389.75
6073,65072.12
6074,21687.3
6075,213438.87
6076,52533.31
6077,72000.4
6078,26008.7
6079,65716.21
6080,92077.99
6081,48002.75
6082,12618.27
6083,22655.0
6084,61952.05
6085,31013.6
6086,24129.16
6087,156409.58
6088,169248.76
6089,60240.7
6090,74059.94
6091,46757.61
6092,66449.43
6093,117138.23
6094,138873.33
6095,46770.67
6096,145386.0
6097,62369.67
6098,95680.6
6099,20286.01
6100,148383.5
6101,131686.18
6102,84958.19
6103,14791.23
6104,22196.75
6105,139202.87
6106,78619.89
6107,28953.66
6108,69720.54
6109,25659.96
6110,96559.95
6111,76543.84
6112,54994.35
6113,42841.58
6114,45704.45
6115,99618.99
6116,74194.0
6117,140380.88
6118,86568.07
6119,57256.53
6120,61360.64
6121,86108.24
6122,47596.14
6123,27460.34
6124,63530.89
6125,46942.29
6126,68666.5
6127,44184.71
6128,14211.92
6129,53306.71
6130,14899.77
6131,129198.2
6132,69700.19
6133,45431.78
6134,60572.81
6135,18417.46
6136,53348.99
6137,41064.86
6138,85821.68
6139,47497.68
6140,150810.4
6141,131545.21
6142,40427.89
6143,91819.88
6144,38678.0
6145,124465.94
6146,81801.62
6147,75232.02
6148,24823.14
6149,26360.62
6150,17710.65
6151,17800.85
6152,97625.64
6153,179520.76
6154,30327.63
6155,103561.09
6156,185997.38
6157,99603.29
6158,157757.14
6159,119435.02
6160,15686.84
6161,34929.45
6162,50361.2
6163,40941.95
6164,100360.42
6165,110864.87
6166,29293.76
6167,98367.56
6168,71940.91
6169,189283.19
6170,118356.24
6171,68738.91
6172,80730.9
6173,68586.78
6174,80670.62
6175,118222.33
6176,38865.83
6177,123158.15
6178,28579.16
6179,59778.67
6180,76681.04
6181,10804.1
6182,147965.23
6183,58394.55
6184,44852.86
6185,104989.35
6186,99850.91
6187,23952.21
6188,96396.68
6189,41457.41
6190,214940.29
6191,59078.1
6192,80613.95
6193,127150.06
6194,59050.16
6195,30128.16
6196,18814.33
6197,41083.94
6198,33268.45
6199,30271.18
6200,49771.36
6201,79741.53
6202,28605.83
6203,67924.95
6204,74288.31
6205,43809.41
6206,137457.7
6207,31552.24
6208,23379.68
6209,29642.87
6210,24349.34
6211,32313.22
6212,62138.84
6213,119525.9
6214,23559.28
6215,23851.78
6216,23816.71
6217,141278.54
6218,78293.93
6219,35929.47
6220,26908.73
6221,48666.44
6222,48773.44
6223,137452.0
6224,72365.46
6225,101258.87
6226,89443.91
6227,59912.81
6228,79891.01
6229,19362.36
6230,65263.15
6231,49444.92
6232,82291.49
6233,108820.59
6234,25551.09
6235,55907.8
6236,69789.74
6237,34116.28
6238,29511.62
6239,46382.83
6240,67817.76
6241,22905.97
6242,88249.22
6243,37641.03
6244,57176.6
6245,60487.24
6246,38853.66
6247,91922.55
6248,61384.26
6249,22417.05
6250,45206.78
6251,62316.01
6252,21472.42
6253,41390.73
6254,204470.9
6255,35538.02
6256,42050.31
6257,75864.41
6258,31863.58
6259,21697.51
6260,25230.29
6261,50686.29
6262,52390.01
6263,23547.77
6264,17068.87
6265,137142.88
6266,54872.89
6267,50522.91
6268,51963.65
6269,153375.43
6270,20124.03
6271,32307.93
6272,7133.15
6273,59346.77
6274,87430.04
6275,81103.13
6276,42295.12
6277,76025.33
6278,89882.48
6279,12550.82
6280,18423.02
6281,69909.85
6282,73061.98
6283,11085.76
6284,15764.08
6285,21046.37
6286,87718.58
6287,85644.97
6288,24950.14
6289,47023.1
6290,30723.7
6291,64319.83
6292,37309.0
6293,89126.82
6294,41426.38
6295,8158.79
6296,22824.12
6297,31282.81
6298,103944.0
6299,34628.66
6300,26739.14
6301,158856.57
6302,88682.89
6303,64077.35
6304,17817.97
6305,236677.66
6306,71268.73
6307,54969.55
6308,17605.53
6309,79232.09
6310,56397.31
6311,47319.64
6312,68523.18
6313,66506.58
6314,50461.66
6315,31498.64
6316,23791.78
6317,81476.2
6318,82237.79
6319,54392.59
6320,14818.66
6321,24690.01
6322,87642.64
6323,13229.17
6324,90930.64
6325,164926.89
6326,79630.07
6327,85861.39
6328,21292.98
6329,16108.29
6330,56870.47
6331,59661.77
6332,51497.82
6333,57640.01
6334,104679.33
6335,80977.22
6336,53872.68
6337,54199.59
6338,32526.58
6339,29379.58
6340,65082.03
6341,31094.04
6342,49567.44
6343,25062.75
6344,61901.05
6345,64968.54
6346,45101.39
6347,65201.58
6348,77777.39
6349,130130.37
6350,78498.59
6351,17740.99
6352,8311.62
6353,116030.84
6354,114612.31
6355,87795.74
6356,102375.07
6357,36927.08
6358,68013.17
6359,112247.32
6360,27046.62
6361,149531.14
6362,17618.2
6363,43161.69
6364,65834.48
6365,76550.89
6366,126362.78
6367,58090.71
6368,48838.95
6369,100835.05
6370,6298.82
6371,72052.77
6372,32310.53
6373,26713.01
6374,148496.5
6375,23997.54
6376,67566.15
6377,79846.38
6378,45188.2
6379,26684.89
6380,108859.35
6381,100163.85
6382,145581.32
6383,52590.12
6384,83314.76
6385,7249.93
6386,36481.3
6387,26654.58
6388,47141.69
6389,30161.2
6390,11688.61
6391,28488.26
6392,51928.04
6393,89147.1
6394,31945.74
6395,141281.46
6396,96946.78
6397,10778.33
6398,168272.33
6399,21747.66
6400,11356.89
6401,93760.25
6402,30033.11
6403,10807.68
6404,30697.0
6405,86264.88
6406,48390.75
6407,59908.16
6408,93708.16
6409,55531.56
6410,70880.04
6411,47757.72
6412,24697.69
6413,51813.03
6414,233786.95
6415,34756.67
6416,49319.78
6417,128749.4
6418,69686.65
6419,116766.96
6420,81052.26
6421,30039.86
6422,146724.19
6423,52450.7
6424,31004.95
6425,57755.33
6426,86932.05
6427,83660.1
6428,33159.61
6429,73253.42
6430,16239.16
6431,202770.22
6432,45895.69
6433,47863.5
6434,77170.97
6435,21148.9
6436,73773.88
6437,21300.5
6438,121253.21
6439,65508.94
6440,13997.32
6441,157329.1
6442,62702.44
6443,82171.11
6444,211532.98
6445,45498.37
6446,72794.08
6447,75381.16
6448,17946.79
6449,41406.88
6450,190679.78
6451,84448.45
6452,80335.04
6453,83643.7
6454,29172.36
6455,31119.87
6456,152563.09
6457,127181.33
6458,41232.69
6459,158752.04
6460,142743.39
6461,164897.18
6462,35474.73
6463,82866.23
6464,25236.21
6465,50477.16
6466,92426.98
6467,19110.32
6468,16389.86
6469,169093.93
6470,32541.95
6471,97632.82
6472,86703.2
6473,18317.05
6474,88868.82
6475,41049.21
6476,29085.93
6477,70269.19
6478,170756.18
6479,48603.29
6480,20441.87
6481,32757.17
6482,27255.08
6483,24894.84
6484,100339.52
6485,9752.23
6486,93019.01
6487,41251.18
6488,205731.03
6489,64941.16
6490,57596.86
6491,39781.59
6492,66059.93
6493,111596.27
6494,56657.3
6495,34831.93
6496,99925.22
6497,136335.77
6498,27632.4
6499,85889.23
6500,26506.91
6501,51428.5
6502,45222.07
6503,57487.01
6504,27232.26
6505,31364.09
6506,21517.54
6507,137077.94
6508,78241.03
6509,97744.28
6510,57445.96
6511,29386.15
6512,119839.49
6513,9819.69
6514,29033.42
6515,105735.22
6516,29762.48
6517,64989.6
6518,124376.3
6519,75949.42
6520,53404.46
6521,30620.9
6522,16830.96
6523,100474.29
6524,28436.81
6525,90170.75
6526,27297.0
6527,116057.33
6528,71943.92
6529,29322.94
6530,21964.96
6531,25654.86
6532,78130.87
6533,54873.96
6534,51601.4
6535,106958.88
6536,28504.5
6537,45880.91
6538,29437.62
6539,90334.8
6540,116527.63
6541,104816.6
6542,22866.75
6543,27835.73
6544,41948.01
6545,20143.07
6546,100201.62
6547,45851.58
6548,108639.48
6549,41026.83
6550,47941.59
6551,116998.76
6552,57240.14
6553,20759.54
6554,24725.87
6555,64697.23
6556,110462.58
6557,92992.15
6558,31838.82
6559,108172.18
6560,60148.91
6561,93456.35
6562,25459.97
6563,47608.48
6564,35036.56
6565,179140.15
6566,137611.86
6567,27410.88
6568,65449.75
6569,172554.33
6570,53909.82
6571,24597.87
6572,34679.01
6573,54828.46
6574,14477.05
6575,14518.29
6576,70316.11
6577,29175.05
6578,24694.5
6579,27900.83
6580,10299.9
6581,102946.24
6582,47727.19
6583,16758.38
6584,127105.55
6585,68022.04
6586,161079.41
6587,169335.48
6588,64559.73
6589,34696.3
6590,7857.13
6591,22547.71
6592,29344.21
6593,75988.44
6594,61112.56
6595,82445.07
6596,105881.8
6597,41020.89
6598,54555.37
6599,24506.27
6600,46290.84
6601,88855.49
6602,15016.16
6603,66491.06
6604,57173.21
6605,27903.57
6606,86626.9
6607,22753.57
6608,14592.18
6609,91635.84
6610,59292.99
6611,46476.57
6612,78271.28
6613,122936.38
6614,79823.97
6615,66703.32
6616,100698.68
6617,42018.4
6618,25786.13
6619,31351.02
6620,143710.83
6621,111939.44
6622,66858.31
6623,108142.96
6624,13131.8
6625,30734.26
6626,17671.59
6627,68330.87
6628,135285.65
6629,175859.19
6630,94468.88
6631,110783.09
6632,76401.43
6633,44665.6
6634,57369.8
6635,31237.92
6636,60571.92
6637,40037.11
6638,53681.44
6639,35308.21
6640,62665.75
6641,129982.52
6642,102990.87
6643,95765.37
6644,45578.83
6645,89641.97
6646,16038.67
6647,72644.7
6648,31000.75
6649,25472.06
6650,109980.38
6651,101386.64
6652,59204.75
6653,79770.65
6654,175772.7
6655,36217.25
6656,20778.47
6657,82264.23
6658,46479.45
6659,74106.86
6660,162333.67
6661,18710.37
6662,22007.91
6663,49797.03
6664,22150.22
6665,107203.73
6666,46810.71
6667,27179.03
6668,22287.7
6669,7056.52
6670,58422.77
6671,50267.65
6672,26404.69
6673,92252.78
6674,13472.29
6675,64691.21
6676,72118.84
6677,7544.94
6678,32806.93
6679,82144.74
6680,69519.51
6681,132459.04
6682,35249.3
6683,63836.34
6684,65729.44
6685,87324.26
6686,18470.11
6687,116934.06
6688,23301.21
6689,190857.78
6690,42271.19
6691,14662.68
6692,49610.62
6693,9006.87
6694,42419.22
6695,37680.96
6696,81559.64
6697,32214.64
6698,23718.32
6699,131803.18
6700,101442.51
6701,68405.52
6702,49827.29
6703,4792.63
6704,37839.8
6705,54463.31
6706,51960.13
6707,156040.77
6708,15945.27
6709,62015.37
6710,181963.14
6711,24416.08
6712,25198.74
6713,8554.1
6714,16005.3
6715,68401.29
6716,59276.25
6717,64401.13
6718,26255.16
6719,46911.68
6720,25711.65
6721,59602.93
6722,77258.63
6723,41560.6
6724,56350.61
6725,91015.89
6726,88960.83
6727,44638.31
6728,112007.57
6729,169599.07
6730,84279.85
6731,62907.48
6732,131950.49
6733,24594.0
6734,99757.38
6735,54027.88
6736,108246.25
6737,63343.79
6738,66519.77
6739,111711.18
6740,50787.41
6741,60255.67
6742,61128.45
6743,18953.3
6744,107801.28
6745,82222.79
6746,14203.14
6747,22183.51
6748,109875.9
6749,84978.13
6750,36232.88
6751,24079.54
6752,106086.37
6753,72823.15
6754,44065.1
6755,41970.0
6756,33733.79
6757,175056.07
6758,30997.36
6759,12760.07
6760,10130.84
6761,57033.98
6762,93976.41
6763,29630.59
6764,15588.89
6765,12340.15
6766,77989.14
6767,18216.25
6768,54722.22
6769,88120.8
6770,34429.75
6771,31726.54
6772,127260.67
6773,56752.63
6774,124293.94
6775,44721.91
6776,48444.01
6777,34304.28
6778,135703.77
6779,86978.38
6780,28417.27
6781,200768.85
6782,91029.46
6783,110718.55
6784,82858.33
6785,51633.72
6786,18117.41
6787,46748.27
6788,86071.9
6789,58570.85
6790,91540.9
6791,70158.02
6792,28740.4
6793,28448.83
6794,45555.33
6795,64275.38
6796,36337.29
6797,41745.74
6798,95003.92
6799,34659.03
6800,8760.02
6801,70265.47
6802,60076.76
6803,131584.62
6804,61955.67
6805,136784.73
6806,123662.44
6807,69411.87
6808,23616.98
6809,13501.85
6810,11543.68
6811,21574.21
6812,17745.43
6813,57369.18
6814,33271.66
6815,17775.15
6816,91982.35
6817,59654.39
6818,52589.28
6819,74119.81
6820,115567.84
6821,80237.1
6822,98544.5
6823,58854.8
6824,23619.74
6825,31295.14
6826,57487.16
6827,32689.97
6828,25630.7
6829,11551.9
6830,44030.47
6831,79279.17
6832,24879.11
6833,120180.27
6834,32847.74
6835,67675.9
6836,28881.85
6837,25767.26
6838,15929.67
6839,20292.94
6840,46322.09
6841,37300.28
6842,53947.48
6843,73226.03
6844,21565.6
6845,38461.35
6846,77951.57
6847,72473.91
6848,183713.08
6849,59469.23
6850,20994.54
6851,88426.76
6852,31148.18
6853,41096.37
6854,42941.66
6855,42803.13
6856,24451.19
6857,117217.39
6858,28167.62
6859,18363.9
6860,60844.04
6861,48675.33
6862,110617.48
6863,92468.28
6864,51572.08
6865,55556.78
6866,48051.2
6867,94727.41
6868,56514.56
6869,18208.42
6870,47358.01
6871,102063.64
6872,62340.66
6873,75855.1
6874,68830.76
6875,5912.26
6876,63984.73
6877,247887.35
6878,121934.45
6879,52029.75
6880,52642.58
6881,88599.11
6882,22428.36
6883,55488.6
6884,19460.39
6885,103386.2
6886,55181.73
6887,12186.47
6888,26413.24
6889,70487.92
6890,150481.86
6891,78593.94
6892,15500.41
6893,38392.58
6894,18328.7
6895,65621.52
6896,24212.71
6897,29116.08
6898,149664.0
6899,48553.25
6900,50286.83
6901,52847.54
6902,47712.72
6903,147398.49
6904,59296.63
6905,67007.52
6906,135785.0
6907,34106.03
6908,78533.15
6909,70936.98
6910,63045.68
6911,132275.67
6912,79580.57
6913,80932.6
6914,81339.01
6915,54336.43
6916,69599.11
6917,16520.76
6918,85458.46
6919,17527.52
6920,118772.97
6921,57318.14
6922,40558.81
6923,24787.51
6924,201129.06
6925,91745.19
6926,128051.34
6927,31104.2
6928,18643.56
6929,27125.53
6930,18861.54
6931,28748.68
6932,57475.03
6933,47141.78
6934,34298.64
6935,40184.93
6936,63564.88
6937,101019.89
6938,28697.71
6939,56761.14
6940,82624.14
6941,52974.08
6942,24201.43
6943,29085.15
6944,175699.54
6945,81665.96
6946,42320.77
6947,25775.1
6948,77461.1
6949,80102.76
6950,92443.92
6951,33005.3
6952,14248.45
6953,81072.64
6954,30522.52
6955,134880.33
6956,206241.93
6957,42415.86
6958,83508.75
6959,131245.74
6960,61167.63
6961,131170.75
6962,42523.46
6963,106176.52
6964,62946.06
6965,112189.16
6966,55633.0
6967,60043.35
6968,38839.62
6969,101648.09
6970,16246.54
6971,114147.73
6972,21607.86
6973,16742.38
6974,21353.59
6975,123472.75
6976,92241.89
6977,29820.66
6978,20752.9
6979,26733.52
6980,47507.9
6981,146946.3
6982,32061.82
6983,26925.13
6984,77381.34
6985,13100.02
6986,26130.08
6987,24757.42
6988,16058.82
6989,110608.39
6990,14141.99
6991,24788.36
6992,42203.66
6993,92447.01
6994,167080.14
6995,45986.93
6996,53526.99
6997,75479.76
6998,41221.46
6999,44799.88
7000,40281.92
7001,103053.55
7002,113889.44
7003,67888.93
7004,14350.29
7005,27542.76
7006,65101.78
7007,85969.08
7008,36958.47
7009,76519.58
7010,28271.3
7011,60083.86
7012,96483.57
7013,44325.39
7014,147577.58
7015,16915.16
7016,51129.3
7017,45007.39
7018,47864.43
7019,31633.81
7020,15847.79
7021,27354.52
7022,32959.73
7023,13503.87
7024,27996.2
7025,30409.22
7026,54511.88
7027,112818.54
7028,17647.34
7029,88828.13
7030,18452.21
7031,50965.66
7032,20612.17
7033,87859.3
7034,83090.58
7035,36126.69
7036,92906.55
7037,33220.42
7038,55701.83
7039,83318.91
7040,81306.74
7041,22290.2
7042,45559.93
7043,51021.88
7044,46675.58
7045,131935.1
7046,103368.78
7047,86340.76
7048,192891.45
7049,15076.93
7050,77633.74
7051,61855.77
7052,47660.06
7053,29410.96
7054,10079.2
7055,53977.61
7056,10479.01
7057,29464.74
7058,39096.13
7059,22072.04
7060,35998.73
7061,31754.63
7062,46167.98
7063,142217.59
7064,46915.13
7065,46035.83
7066,32067.01
7067,52145.56
7068,31150.38
7069,126261.62
7070,70975.37
7071,29365.52
7072,58427.11
7073,24855.42
7074,100613.74
7075,19281.54
7076,41434.75
7077,165181.74
7078,49678.75
7079,56059.78
7080,60639.79
7081,53579.86
7082,52378.75
7083,46605.44
7084,56787.19
7085,135462.6
7086,142436.36
7087,29721.71
7088,84500.12
7089,98141.24
7090,26026.24
7091,26015.81
7092,52731.8
7093,27892.18
7094,35035.46
7095,59154.81
7096,29158.65
7097,96327.46
7098,35566.7
7099,176149.95
7100,37613.48
7101,95849.55
7102,21103.62
7103,135968.16
7104,48067.65
7105,56689.33
7106,70369.43
7107,147478.72
7108,66718.35
7109,26403.71
7110,37292.56
