ID,credit_status,annual_income,verification_status,employment_duration,property_type,interest_rate,credit_amount,credit_type,term,credit_category
232168,Paid,76000,Not Verified,2 years,Mortgaged,10.99%,10000,Debt consolidation, 36 months,B
696212,Paid,92700,Verified,2 years,Mortgaged,10.99%,25000,Debt consolidation, 36 months,B
619268,Paid,51000,Not Verified,5 years,Mortgaged,7.88%,7000,Debt consolidation, 36 months,A
683303,Paid,49600,Not Verified,4 years,Mortgaged,14.96%,10000,Debt consolidation, 36 months,D
818215,Defaulted,50307.36,Not Verified,6 years,Leased,11.36%,10000,Debt consolidation, 36 months,B
914927,Defaulted,65000,Not Verified,10+ years,Mortgaged,11.36%,20000,Other, 36 months,B
668266,Paid,34000,Not Verified,7 years,Leased,14.22%,10000,Debt consolidation, 36 months,C
155039,Default,18000,Not Verified,< 1 year,Rented,13.48%,3500,Other, 36 months,C
921190,Paid,47000,Not Verified,1 year,Rented,10.99%,13000,Marriage, 36 months,B
902614,Paid,60000,Not Verified,5 years,Mortgaged,10.99%,6000,Other, 36 months,B
731347,Defaulted,27120,Not Verified,5 years,Leased,13.11%,9250,Debt consolidation, 36 months,C
226110,Paid,58000,Not Verified,2 years,Leased,7.88%,10000,Debt consolidation, 36 months,A
580126,Paid,48000,Not Verified,4 years,Leased,14.96%,2000,Other, 36 months,D
508736,Paid,24000,Not Verified,5 years,Mortgaged,13.11%,2100,Debt consolidation, 36 months,C
330404,Paid,80171,Verified,3 years,Leased,13.85%,18000,Debt consolidation, 36 months,C
874177,Paid,77500,Verified,2 years,Mortgaged,7.88%,9000,Consumption, 36 months,A
418862,Paid,31000,Not Verified,4 years,Leased,14.96%,5000,Other, 36 months,D
912189,Paid,77000,Not Verified,10+ years,Mortgaged,7.88%,10000,Consumption, 36 months,A
427223,Paid,60000,Not Verified,5 years,Leased,7.14%,10000,Other, 36 months,A
376211,Paid,65000,Verified,< 1 year,Mortgaged,10.62%,12000,Credit card, 36 months,B
925129,Paid,108000,Verified,5 years,Mortgaged,14.96%,9950,Debt consolidation, 36 months,D
953315,Paid,48000,Verified,6 years,Rented,13.11%,5000,Other, 36 months,C
429702,Paid,90000,Not Verified,7 years,Mortgaged,7.14%,6000,Consumption, 36 months,A
807881,Paid,80340,Not Verified,2 years,Own,7.14%,7000,Other, 36 months,A
816823,Paid,51000,Not Verified,10+ years,Mortgaged,6.76%,7200,Credit card, 36 months,A
203762,Paid,25200,Verified from source,8 years,Leased,14.96%,2000,Other, 36 months,D
249559,Paid,46500,Not Verified,1 year,Mortgaged,10.62%,4000,Consumption, 36 months,B
877594,Paid,50000,Verified,10+ years,Leased,10.62%,16000,Credit card, 36 months,B
480762,Paid,51500,Not Verified,10+ years,Mortgaged,9.88%,7500,Home remodeling, 36 months,B
415318,Paid,59160,Not Verified,2 years,Mortgaged,11.36%,23500,Debt Consolidation, 36 months,B
754530,Paid,60000,Not Verified,< 1 year,Leased,7.88%,5500,Credit card, 36 months,A
236258,Paid,75000,Not Verified,1 year,Mortgaged,7.51%,8000,Debt consolidation, 36 months,A
932157,Paid,39996,Verified,4 years,Leased,10.99%,2400,Other, 36 months,B
924877,Paid,70000,Verified,3 years,Leased,13.11%,20000,Debt consolidation, 36 months,C
429188,Defaulted,80000,Not Verified,3 years,Leased,13.11%,16000,Debt consolidation, 36 months,C
308912,Paid,60000,Not Verified,3 years,Leased,13.48%,7200,Credit card, 36 months,C
396378,Paid,23040,Not Verified,3 years,Leased,13.11%,2000,Other, 36 months,C
217336,Paid,53000,Not Verified,7 years,Leased,10.25%,10000,Debt consolidation, 36 months,B
448621,Defaulted,64000,Not Verified,7 years,Mortgaged,10.62%,15000,Debt consolidation, 36 months,B
658782,Paid,48000,Not Verified,< 1 year,Rented,13.85%,4000,Other, 36 months,C
984511,Paid,42000,Not Verified,4 years,Rented,9.88%,14750,Consumption, 36 months,B
345517,Paid,504000,Not Verified,4 years,Leased,11.36%,3000,Debt consolidation, 36 months,B
120451,Paid,179000,Not Verified,2 years,Mortgaged,10.99%,25000,Debt consolidation, 36 months,B
892929,Defaulted,68000,Not Verified,2 years,Rented,10.25%,9600,Home purchase, 36 months,B
777852,Paid,42000,Not Verified,1 year,Leased,10.99%,12000,Debt consolidation, 36 months,B
799650,Defaulted,28000,Verified from source,3 years,Leased,10.99%,8000,Small business, 36 months,B
671306,Paid,30000,Verified,10+ years,Mortgaged,13.48%,3200,Debt consolidation, 36 months,C
349291,Paid,74000,Verified,2 years,Leased,17.19%,25000,Debt consolidation, 36 months,E
595126,Paid,103000,Verified,10+ years,Mortgaged,14.96%,5000,Other, 36 months,D
640657,Paid,12000,Not Verified,< 1 year,Own,10.99%,3250,Debt consolidation, 36 months,B
406522,Paid,120000,Not Verified,10+ years,Mortgaged,6.76%,7000,Consumption, 36 months,A
691845,Defaulted,34000,Not Verified,4 years,Leased,16.82%,4200,Other, 36 months,E
315638,Paid,75000,Not Verified,1 year,Leased,15.33%,9500,Debt consolidation, 36 months,D
839223,Paid,44000,Not Verified,2 years,Leased,14.22%,6000,Debt consolidation, 36 months,C
946339,Paid,24000,Not Verified,2 years,Leased,9.88%,8500,Debt Consolidation, 36 months,B
908324,Paid,45000,Not Verified,6 years,Leased,14.96%,10000,Debt consolidation, 36 months,D
198079,Paid,25000,Not Verified,5 years,Leased,13.48%,2500,Debt consolidation, 36 months,C
428211,Paid,52000,Not Verified,6 years,Mortgaged,6.76%,6500,Debt consolidation, 36 months,A
848290,Paid,150000,Not Verified,1 year,Rented,11.36%,25000,Home remodeling, 36 months,B
993361,Paid,50000,Not Verified,2 years,Leased,10.25%,15200,Debt Consolidation, 36 months,B
782367,Paid,70000,Verified,5 years,Leased,15.33%,10000,Credit card, 36 months,D
959456,Paid,96000,Verified,4 years,Mortgaged,10.99%,20000,Debt consolidation, 36 months,B
667809,Paid,75573,Verified,9 years,Mortgaged,9.88%,22000,Debt consolidation, 36 months,B
807053,Paid,60000,Not Verified,10+ years,Mortgaged,7.88%,10750,Credit card, 36 months,A
969780,Paid,80000,Not Verified,1 year,Mortgaged,7.88%,6000,Home remodeling, 36 months,A
262277,Paid,185000,Verified,10+ years,Mortgaged,11.36%,20000,Debt consolidation, 36 months,B
309244,Paid,40000,Not Verified,6 years,Mortgaged,7.14%,4750,Home remodeling, 36 months,A
116438,Paid,54000,Not Verified,2 years,Mortgaged,7.14%,5000,Credit card, 36 months,A
612968,Paid,120000,Verified,2 years,Mortgaged,10.62%,24250,Consumption, 36 months,B
766692,Paid,40800,Not Verified,3 years,Mortgaged,7.14%,10000,Debt consolidation, 36 months,A
365727,Paid,65993,Not Verified,3 years,Mortgaged,14.59%,9000,Debt consolidation, 36 months,D
318053,Paid,42000,Verified from source,2 years,Leased,7.88%,7000,Debt consolidation, 36 months,A
509538,Paid,55000,Not Verified,10+ years,Mortgaged,10.62%,10000,Other, 36 months,B
814474,Paid,56000,Verified,5 years,Mortgaged,10.99%,12000,Debt consolidation, 36 months,B
210553,Paid,139000,Verified,10+ years,Leased,14.59%,25000,Credit card, 36 months,D
472791,Paid,34000,Not Verified,4 years,Leased,11.36%,5750,Debt Consolidation, 36 months,B
851850,Paid,124500,Not Verified,10+ years,Mortgaged,10.62%,6000,Other, 36 months,B
850812,Paid,24000,Not Verified,< 1 year,Rented,11.36%,6500,Other, 36 months,B
567779,Paid,48000,Not Verified,7 years,Own,10.25%,15000,Other, 36 months,B
659074,Paid,47000,Not Verified,2 years,Leased,10.62%,5000,Other, 36 months,B
720464,Paid,52000,Not Verified,10+ years,Own,10.62%,4000,car, 36 months,B
756952,Paid,56000,Not Verified,10+ years,Mortgaged,12.73%,10000,Consumption, 36 months,C
299188,Paid,50450,Not Verified,3 years,Leased,9.88%,2000,Other, 36 months,B
833589,Paid,54000,Verified,9 years,Mortgaged,7.88%,10800,Debt consolidation, 36 months,A
124315,Paid,87663,Not Verified,5 years,Mortgaged,10.62%,14400,Credit card, 36 months,B
478601,Paid,68000,Verified,10+ years,Leased,7.88%,16500,Credit card, 36 months,A
950467,Paid,91000,Verified,5 years,Mortgaged,7.88%,14700,Debt consolidation, 36 months,A
894416,Paid,55000,Not Verified,< 1 year,Rented,6.39%,3000,Other, 36 months,A
423938,Paid,76000,Verified,6 years,Leased,10.99%,16000,Debt consolidation, 36 months,B
716993,Paid,82800,Verified,10+ years,Mortgaged,10.25%,18000,Debt consolidation, 36 months,B
883470,Paid,72000,Not Verified,10+ years,Leased,15.70%,10000,Credit card, 36 months,D
919808,Paid,62000,Verified,< 1 year,Leased,13.85%,18000,Other, 36 months,C
421650,Paid,228000,Verified,10+ years,Mortgaged,7.14%,6000,Consumption, 36 months,A
824312,Paid,45000,Not Verified,7 years,Mortgaged,7.51%,10000,Marriage, 36 months,A
454471,Paid,50000,Not Verified,3 years,Mortgaged,7.88%,3000,Small business, 36 months,A
868958,Paid,23460,Verified from source,5 years,Leased,10.62%,7000,Consumption, 36 months,B
467200,Paid,108000,Not Verified,10+ years,Mortgaged,7.14%,4500,Other, 36 months,A
296835,Paid,77250,Verified,2 years,Leased,19.41%,21000,Debt consolidation, 36 months,F
487741,Paid,250000,Not Verified,10+ years,Mortgaged,7.51%,8000,Home remodeling, 36 months,A
562103,Paid,120000,Not Verified,10+ years,Mortgaged,10.99%,12000,Other, 36 months,B
568697,Paid,51000,Not Verified,3 years,Mortgaged,13.11%,16000,Debt consolidation, 36 months,C
691910,Paid,24570,Not Verified,2 years,Mortgaged,13.48%,8500,Debt consolidation, 36 months,C
509654,Paid,55000,Not Verified,10+ years,Own,12.73%,14500,Debt Consolidation, 36 months,C
930565,Paid,39500,Verified,10+ years,Leased,13.11%,20000,Debt consolidation, 36 months,C
459244,Paid,33000,Verified from source,1 year,Leased,10.25%,3500,Other, 36 months,B
987954,Paid,28800,Not Verified,10+ years,Mortgaged,10.25%,6250,Debt Consolidation, 36 months,B
527187,Defaulted,45000,Verified,3 years,Leased,17.19%,18000,Debt consolidation, 36 months,E
369014,Paid,43800,Verified,8 years,Leased,17.93%,8000,Debt consolidation, 36 months,E
505346,Paid,24432,Not Verified,< 1 year,Leased,11.36%,2000,Debt consolidation, 36 months,B
474404,Paid,85000,Verified,8 years,Mortgaged,10.99%,7500,Home remodeling, 36 months,B
348437,Paid,108000,Verified,10+ years,Rented,11.36%,3000,Other, 36 months,B
941765,Paid,91080,Not Verified,4 years,Mortgaged,15.70%,15600,Other, 36 months,D
901169,Paid,142500,Verified,1 year,Mortgaged,15.33%,25000,Debt consolidation, 36 months,D
866405,Paid,51600,Not Verified,10+ years,Own,9.88%,15000,Marriage, 36 months,B
648413,Paid,73200,Verified,5 years,Mortgaged,10.99%,18000,Home remodeling, 36 months,B
126258,Paid,82000,Not Verified,10+ years,Mortgaged,6.76%,6000,Other, 36 months,A
397557,Paid,21600,Not Verified,2 years,Leased,7.51%,3500,Other, 36 months,A
267327,Defaulted,60000,Not Verified,1 year,Leased,10.25%,7500,Debt consolidation, 36 months,B
885311,Paid,64000,Not Verified,9 years,Leased,12.73%,4800,Debt Consolidation, 36 months,C
129812,Paid,40000,Not Verified,2 years,Leased,14.22%,15000,Other, 36 months,C
480394,Paid,60000,Not Verified,10+ years,Mortgaged,7.14%,6000,Small business, 36 months,A
528216,Paid,80000,Not Verified,5 years,Mortgaged,11.36%,5000,Consumption, 36 months,B
294914,Paid,51000,Not Verified,3 years,Own,7.88%,3500,Debt consolidation, 36 months,A
431018,Paid,42000,Not Verified,3 years,Leased,7.51%,5000,Other, 36 months,A
243712,Paid,102000,Verified,1 year,Mortgaged,13.85%,14400,Debt consolidation, 36 months,C
707745,Paid,106000,Verified,9 years,Mortgaged,15.33%,10000,Marriage, 36 months,D
702688,Paid,24000,Not Verified,1 year,Mortgaged,10.99%,6000,Debt consolidation, 36 months,B
827737,Paid,24960,Verified,3 years,Leased,10.25%,10750,Debt consolidation, 36 months,B
911225,Paid,47000,Not Verified,2 years,Own,7.88%,10000,Marriage, 36 months,A
980229,Defaulted,64000,Not Verified,< 1 year,Leased,10.25%,20000,Debt consolidation, 36 months,B
349926,Paid,78000,Not Verified,10+ years,Mortgaged,7.51%,7750,Small business, 36 months,A
521181,Paid,198000,Verified,10+ years,Mortgaged,14.22%,24250,Debt Consolidation, 36 months,C
747288,Paid,61615,Verified,4 years,Mortgaged,10.62%,13000,Debt consolidation, 36 months,B
600985,Paid,81600,Verified,1 year,Leased,11.36%,25000,Credit card, 36 months,B
209487,Paid,61400,Not Verified,10+ years,Mortgaged,10.25%,15000,Debt Consolidation, 36 months,B
627906,Paid,102000,Not Verified,3 years,Mortgaged,11.36%,20000,Debt consolidation, 36 months,B
747198,Default,186000,Verified,10+ years,Own,10.25%,10000,Small business, 36 months,B
976911,Paid,65000,Not Verified,3 years,Mortgaged,7.88%,2000,Small business, 36 months,A
639473,Paid,27000,Not Verified,7 years,Own,10.99%,2400,Other, 36 months,B
373178,Paid,150000,Verified,5 years,Mortgaged,7.14%,10000,Vacation, 36 months,A
485845,Paid,30288,Not Verified,2 years,Mortgaged,12.73%,6000,Other, 36 months,C
315239,Paid,36250,Not Verified,8 years,Leased,14.22%,6000,Other, 36 months,C
647763,Paid,140000,Not Verified,2 years,Mortgaged,7.88%,4800,Debt consolidation, 36 months,A
877947,Paid,60000,Verified,4 years,Leased,10.25%,12500,Debt consolidation, 36 months,B
841005,Defaulted,36000,Not Verified,1 year,Rented,15.70%,5000,Medical cause, 36 months,D
631684,Paid,25000,Not Verified,4 years,Own,10.99%,2000,Consumption, 36 months,B
113442,Paid,23000,Not Verified,10+ years,Leased,9.88%,10000,Debt Consolidation, 36 months,B
669346,Paid,40000,Not Verified,10+ years,Mortgaged,7.51%,6400,Other, 36 months,A
782236,Paid,150000,Not Verified,9 years,Mortgaged,10.62%,12000,Debt consolidation, 36 months,B
720730,Paid,55000,Not Verified,4 years,Leased,13.11%,12000,Debt consolidation, 36 months,C
323794,Paid,120000,Verified from source,10+ years,Leased,14.22%,4800,car, 36 months,C
361618,Paid,130000,Not Verified,2 years,Leased,9.88%,13000,Debt consolidation, 36 months,B
586077,Paid,56000,Not Verified,1 year,Leased,6.76%,6500,Credit card, 36 months,A
314536,Paid,25800,Not Verified,< 1 year,Mortgaged,14.96%,2400,Credit card, 36 months,D
426648,Paid,7800,Verified from source,1 year,Rented,11.36%,1000,Education, 36 months,B
594913,Paid,82000,Not Verified,< 1 year,Leased,14.96%,7000,Debt consolidation, 36 months,D
414128,Paid,123000,Not Verified,10+ years,Mortgaged,7.51%,7000,Home remodeling, 36 months,A
654888,Paid,55000,Verified,6 years,Own,15.70%,21250,Debt consolidation, 36 months,D
609246,Paid,45000,Not Verified,2 years,Leased,10.62%,8500,Debt consolidation, 36 months,B
536563,Paid,80000,Not Verified,5 years,Mortgaged,7.51%,8500,Home remodeling, 36 months,A
188021,Paid,83000,Not Verified,10+ years,Mortgaged,12.73%,7000,Debt Consolidation, 36 months,C
312639,Paid,48000,Not Verified,1 year,Mortgaged,7.88%,6000,Other, 36 months,A
841294,Paid,61498,Not Verified,5 years,Mortgaged,11.36%,5000,Debt consolidation, 36 months,B
355440,Paid,40000,Not Verified,7 years,Leased,12.73%,7500,Debt consolidation, 36 months,C
237062,Paid,74000,Not Verified,3 years,Own,10.62%,5000,Home remodeling, 36 months,B
439906,Paid,25200,Verified,2 years,Leased,6.76%,1800,Credit card, 36 months,A
428057,Paid,40000,Not Verified,1 year,Rented,13.48%,9600,Medical cause, 36 months,C
825476,Paid,45000,Verified,2 years,Leased,12.73%,5000,Debt consolidation, 36 months,C
728482,Paid,53000,Not Verified,< 1 year,Rented,14.22%,12000,Small business, 36 months,C
920235,Paid,85000,Verified,10+ years,Mortgaged,10.99%,25000,Debt consolidation, 36 months,B
892457,Paid,42500,Not Verified,9 years,Leased,11.36%,12000,Debt consolidation, 36 months,B
206708,Paid,250000,Verified,10+ years,Mortgaged,13.11%,4200,Other, 36 months,C
476971,Paid,120000,Not Verified,5 years,Leased,14.22%,2500,Other, 36 months,C
441402,Paid,52000,Verified,9 years,Leased,15.70%,16000,Credit card, 36 months,D
146044,Paid,56000,Not Verified,2 years,Own,10.62%,15000,Tarj Credit card, 36 months,B
120004,Defaulted,36000,Not Verified,1 year,Leased,14.59%,14500,Debt consolidation, 36 months,D
381573,Paid,115000,Not Verified,3 years,Mortgaged,13.48%,4000,Other, 36 months,C
454975,Paid,46800,Not Verified,4 years,Leased,7.88%,14000,Credit card, 36 months,A
462795,Paid,79000,Not Verified,2 years,Mortgaged,7.88%,3200,Credit card, 36 months,A
890591,Paid,58750,Not Verified,6 years,Mortgaged,15.33%,6000,Marriage, 36 months,D
877517,Paid,118000,Not Verified,9 years,Own,7.88%,14000,Small business, 36 months,A
450385,Paid,51000,Not Verified,10+ years,Leased,13.85%,16000,Credit card, 36 months,C
930630,Paid,20000,Not Verified,< 1 year,Own,16.82%,10000,Other, 36 months,E
739749,Paid,78000,Verified from source,9 years,Leased,10.62%,20000,Credit card, 36 months,B
764012,Paid,37200,Not Verified,1 year,Leased,10.99%,7000,Credit card, 36 months,B
652100,Paid,50000,Not Verified,4 years,Leased,16.82%,10000,Debt consolidation, 36 months,E
623153,Defaulted,50000,Not Verified,2 years,Leased,13.48%,10000,Debt consolidation, 36 months,C
171453,Paid,45000,Not Verified,1 year,Mortgaged,10.99%,3300,car, 36 months,B
162546,Paid,62500,Verified,1 year,Leased,10.62%,24250,Small business, 36 months,B
246036,Paid,60000,Not Verified,2 years,Leased,10.62%,8000,Debt consolidation, 36 months,B
683550,Defaulted,65000,Verified,2 years,Mortgaged,13.48%,20000,Small business, 36 months,C
370469,Defaulted,37800,Not Verified,7 years,Rented,13.48%,9600,Other, 36 months,C
433932,Paid,95000,Not Verified,10+ years,Mortgaged,7.88%,9000,Credit card, 36 months,A
865050,Paid,55000,Not Verified,5 years,Leased,9.88%,8500,Credit card, 36 months,B
794877,Paid,60000,Not Verified,3 years,Mortgaged,12.73%,3250,Debt consolidation, 36 months,C
867176,Paid,36500,Not Verified,4 years,Mortgaged,7.14%,8500,Credit card, 36 months,A
722216,Paid,95000,Not Verified,5 years,Leased,10.62%,14000,car, 36 months,B
287676,Paid,20928,Not Verified,< 1 year,Rented,13.48%,2000,Consumption, 36 months,C
182854,Paid,56700,Not Verified,9 years,Mortgaged,14.22%,10000,Debt consolidation, 36 months,C
233455,Paid,53000,Not Verified,3 years,Mortgaged,13.11%,6400,car, 36 months,C
211726,Paid,110000,Not Verified,10+ years,Own,12.73%,16000,Debt Consolidation, 36 months,C
871008,Paid,95000,Not Verified,10+ years,Mortgaged,13.48%,18000,Credit card, 36 months,C
395228,Defaulted,58000,Not Verified,2 years,Leased,13.85%,7000,Other, 36 months,C
359654,Paid,250000,Not Verified,2 years,Mortgaged,7.14%,4000,Credit card, 36 months,A
177249,Defaulted,220000,Not Verified,8 years,Rented,10.99%,25000,Moving, 36 months,B
912478,Paid,38000,Not Verified,10+ years,Mortgaged,15.33%,15000,Credit card, 36 months,D
777921,Paid,65000,Not Verified,1 year,Leased,14.96%,18000,Credit card, 36 months,D
152702,Paid,115731,Not Verified,3 years,Mortgaged,7.14%,7200,Debt consolidation, 36 months,A
184139,Paid,35000,Not Verified,2 years,Leased,13.48%,10000,Debt consolidation, 36 months,C
133609,Paid,42000,Not Verified,10+ years,Leased,7.88%,11500,Credit card, 36 months,A
703489,Paid,36000,Not Verified,3 years,Leased,7.88%,3000,Debt consolidation, 36 months,A
616234,Paid,74500,Not Verified,10+ years,Mortgaged,9.88%,8000,Debt Consolidation, 36 months,B
963483,Paid,71046.94,Not Verified,10+ years,Mortgaged,10.99%,6500,Other, 36 months,B
870049,Paid,19250,Not Verified,1 year,Leased,16.82%,6250,Debt Consolidation, 36 months,E
943449,Paid,53000,Verified from source,3 years,Leased,10.25%,21250,Credit card, 36 months,B
500706,Paid,37818,Not Verified,5 years,Leased,13.48%,15000,Debt consolidation, 36 months,C
988782,Paid,30000,Verified,4 years,Rented,14.22%,2000,Home remodeling, 36 months,C
293973,Paid,46551,Not Verified,10+ years,Mortgaged,10.62%,15000,Debt consolidation, 36 months,B
135718,Paid,34132.8,Not Verified,< 1 year,Leased,10.62%,12000,Debt consolidation, 36 months,B
517466,Paid,35000,Not Verified,5 years,Leased,13.48%,10000,Debt consolidation, 36 months,C
556845,Paid,67000,Not Verified,10+ years,Mortgaged,7.14%,10000,Home remodeling, 36 months,A
555371,Paid,41000,Not Verified,3 years,Leased,12.73%,7000,Debt Consolidation, 36 months,C
945256,Paid,50000,Not Verified,10+ years,Mortgaged,7.88%,18000,Debt consolidation, 36 months,A
179870,Defaulted,43200,Not Verified,3 years,Leased,13.85%,14500,Debt consolidation, 36 months,C
307789,Defaulted,320000,Verified,10+ years,Mortgaged,10.62%,24000,Credit card, 36 months,B
197204,Paid,43200,Not Verified,10+ years,Mortgaged,9.88%,2500,Consumption, 36 months,B
346874,Paid,63000,Not Verified,3 years,Mortgaged,10.99%,15000,Credit card, 36 months,B
194313,Paid,42000,Not Verified,5 years,Leased,17.93%,3000,Other, 36 months,E
634550,Paid,50000,Not Verified,5 years,Leased,13.11%,18000,Debt consolidation, 36 months,C
360283,Paid,120000,Verified,10+ years,Mortgaged,12.73%,10000,Debt consolidation, 36 months,C
914843,Defaulted,90000,Verified,< 1 year,Mortgaged,17.56%,20000,Other, 36 months,E
292567,Paid,70000,Not Verified,10+ years,Mortgaged,13.11%,12800,Debt Consolidation, 36 months,C
283263,Paid,82000,Verified,6 years,Leased,10.99%,22000,Debt consolidation, 36 months,B
359378,Paid,306000,Verified,2 years,Leased,13.85%,24250,Debt Consolidation, 36 months,C
862034,Paid,43000,Not Verified,6 years,Mortgaged,13.11%,9250,Debt consolidation, 36 months,C
756423,Paid,46873.12,Not Verified,9 years,Mortgaged,7.14%,11200,Debt Consolidation, 36 months,A
518080,Paid,80000,Verified,3 years,Mortgaged,14.59%,25000,Debt consolidation, 36 months,D
633669,Paid,24000,Not Verified,2 years,Leased,13.48%,4000,Other, 36 months,C
304341,Paid,138571,Verified,10+ years,Mortgaged,14.59%,25000,Debt consolidation, 36 months,D
189443,Paid,72000,Not Verified,5 years,Own,11.36%,6000,Home remodeling, 36 months,B
253251,Defaulted,31000,Not Verified,5 years,Leased,11.36%,5550,car, 36 months,B
892304,Paid,62000,Not Verified,2 years,Leased,10.25%,6000,Credit card, 36 months,B
728245,Paid,53184,Not Verified,10+ years,Mortgaged,10.99%,13500,Debt Consolidation, 36 months,B
624874,Paid,60000,Not Verified,5 years,Mortgaged,13.11%,12500,Debt consolidation, 36 months,C
611945,Paid,80000,Not Verified,< 1 year,Mortgaged,12.73%,25000,Debt consolidation, 36 months,C
434960,Paid,28038,Not Verified,2 years,Leased,7.88%,7000,Debt Consolidation, 36 months,A
860515,Paid,43000,Not Verified,10+ years,Mortgaged,13.48%,12000,Debt consolidation, 36 months,C
224737,Paid,68000,Not Verified,9 years,Mortgaged,12.73%,3000,Other, 36 months,C
386972,Paid,67000,Not Verified,2 years,Leased,14.96%,3000,Other, 36 months,D
673292,Paid,55000,Not Verified,2 years,Leased,7.88%,8400,Debt Consolidation, 36 months,A
570100,Paid,50000,Verified,10+ years,Leased,7.88%,15000,Debt consolidation, 36 months,A
449911,Paid,15600,Not Verified,2 years,Rented,16.07%,3500,Consumption, 36 months,D
763125,Paid,135000,Not Verified,10+ years,Leased,10.62%,16000,Credit card, 36 months,B
746142,Paid,44400,Not Verified,2 years,Leased,12.73%,5500,Other, 36 months,C
915456,Paid,70000,Not Verified,2 years,Mortgaged,7.51%,11000,Debt consolidation, 36 months,A
343441,Paid,150000,Not Verified,< 1 year,Mortgaged,14.22%,10700,Credit card, 36 months,C
533314,Paid,20000,Not Verified,1 year,Leased,13.11%,6000,Other, 36 months,C
450190,Paid,42000,Not Verified,< 1 year,Leased,7.88%,8400,Credit card, 36 months,A
244482,Paid,36000,Not Verified,8 years,Leased,12.73%,13000,Debt consolidation, 36 months,C
629653,Paid,81120,Verified,3 years,Mortgaged,10.25%,15000,Credit card, 36 months,B
275664,Paid,60000,Not Verified,10+ years,Leased,9.88%,10000,Debt Consolidation, 36 months,B
155116,Paid,30000,Not Verified,4 years,Rented,10.62%,12000,Other, 36 months,B
616464,Paid,33000,Not Verified,4 years,Leased,11.36%,8250,Debt Consolidation, 36 months,B
666616,Paid,36000,Not Verified,10+ years,Mortgaged,7.88%,8000,Debt consolidation, 36 months,A
818920,Paid,106000,Not Verified,3 years,Mortgaged,10.99%,6000,Credit card, 36 months,B
388664,Paid,60000,Not Verified,< 1 year,Rented,7.88%,12000,Marriage, 36 months,A
468289,Paid,37000,Not Verified,10+ years,Mortgaged,10.99%,10000,Home remodeling, 36 months,B
972377,Defaulted,42000,Not Verified,5 years,Leased,10.25%,8550,Debt consolidation, 36 months,B
789890,Paid,45600,Not Verified,2 years,Leased,10.99%,6500,Debt Consolidation, 36 months,B
762261,Paid,37850,Not Verified,1 year,Rented,9.88%,6400,Home purchase, 36 months,B
509611,Paid,47000,Verified,3 years,Leased,15.70%,25000,Debt consolidation, 36 months,D
588100,Paid,103992,Verified,10+ years,Rented,7.88%,5000,Moving in, 36 months,A
767164,Paid,33078,Not Verified,4 years,Leased,7.51%,10000,Debt consolidation, 36 months,A
822446,Paid,43000,Verified,9 years,Mortgaged,7.88%,11000,Credit card, 36 months,A
924820,Default,43200,Not Verified,< 1 year,Rented,9.88%,10000,Consumption, 36 months,B
744462,Paid,54000,Not Verified,10+ years,Rented,14.59%,6000,Moving in, 36 months,D
227421,Paid,60000,Not Verified,4 years,Rented,10.99%,18500,Home renovation, 36 months,B
737400,Paid,130208,Not Verified,10+ years,Mortgaged,12.73%,20000,Other, 36 months,C
993389,Paid,40000,Not Verified,8 years,Leased,10.25%,2800,Credit card, 36 months,B
488094,Paid,52000,Not Verified,3 years,Mortgaged,14.59%,2500,Debt consolidation, 36 months,D
454649,Paid,77248,Verified,10+ years,Mortgaged,13.85%,21600,Debt Consolidation, 36 months,C
401364,Paid,77000,Not Verified,3 years,Leased,13.48%,17600,Credit card, 36 months,C
581109,Paid,42000,Not Verified,2 years,Rented,14.59%,5000,Small business, 36 months,D
945185,Paid,62839,Verified,10+ years,Rented,15.33%,9000,Consumption, 36 months,D
835324,Paid,30000,Not Verified,10+ years,Mortgaged,14.22%,13750,Debt consolidation, 36 months,C
479015,Defaulted,11440,Not Verified,3 years,Own,12.73%,1750,Other, 36 months,C
542564,Paid,86000,Not Verified,7 years,Mortgaged,10.99%,10000,Consumption, 36 months,B
189036,Paid,70000,Not Verified,8 years,Mortgaged,11.36%,11000,Debt consolidation, 36 months,B
927749,Paid,115200,Verified,< 1 year,Leased,11.36%,24250,Credit card, 36 months,B
837162,Paid,38000,Not Verified,1 year,Leased,16.07%,6525,Other, 36 months,D
122955,Paid,85680,Not Verified,10+ years,Mortgaged,17.93%,10000,Debt consolidation, 36 months,E
756414,Paid,42000,Not Verified,< 1 year,Leased,12.73%,3000,Credit card, 36 months,C
193793,Defaulted,125000,Verified,5 years,Rented,10.62%,10000,Other, 36 months,B
354539,Paid,92400,Not Verified,8 years,Mortgaged,7.88%,14500,Debt Consolidation, 36 months,A
125937,Paid,55000,Not Verified,10+ years,Mortgaged,13.48%,7000,Debt Consolidation, 36 months,C
460596,Paid,65000,Not Verified,10+ years,Mortgaged,6.39%,2500,Home remodeling, 36 months,A
320860,Paid,120000,Not Verified,5 years,Mortgaged,10.25%,9000,Medical cause, 36 months,B
634840,Paid,56000,Not Verified,8 years,Mortgaged,7.88%,13000,Debt consolidation, 36 months,A
871158,Paid,54000,Not Verified,10+ years,Own,13.11%,1200,Debt Consolidation, 36 months,C
654173,Paid,1.00E+05,Not Verified,< 1 year,Mortgaged,10.25%,24000,Debt consolidation, 36 months,B
